age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
34,2,0,1,0,1,0,0,0,0,188,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
35,2,0,6,0,1,0,0,0,0,180,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
57,9,0,5,1,1,0,0,0,0,48,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
60,2,0,5,1,0,1,0,0,0,213,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
33,7,0,3,0,0,0,0,0,0,545,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
42,3,0,2,0,0,1,0,0,0,583,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
45,1,0,4,0,1,0,0,0,0,221,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
42,6,0,6,0,0,0,0,0,0,426,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
53,2,2,6,1,0,0,0,0,0,287,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
37,4,1,4,0,0,0,0,0,0,197,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
44,3,0,2,0,0,0,0,0,0,257,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
54,1,0,5,0,1,0,0,0,0,229,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
49,3,0,0,0,0,0,0,0,0,55,3,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
54,1,0,5,0,0,0,0,0,0,400,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
52,2,2,6,0,0,0,0,0,0,197,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
52,2,2,6,0,0,0,0,0,0,190,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
43,1,1,1,1,0,0,0,0,0,21,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
34,0,0,2,0,1,0,0,0,0,300,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
35,2,0,1,0,1,0,0,0,0,123,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
42,10,0,5,1,1,0,0,0,0,293,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
43,4,0,5,1,1,1,0,0,0,325,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
60,5,2,6,1,0,0,0,0,0,514,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
58,7,0,0,1,0,0,0,0,0,849,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
35,1,2,1,0,1,0,0,0,0,194,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
55,3,0,3,1,1,0,0,0,0,212,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
37,6,0,6,0,0,0,0,0,0,337,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
36,3,0,1,0,0,0,0,0,0,286,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
52,2,2,6,0,0,0,0,0,0,247,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
57,3,2,5,1,1,0,0,0,0,518,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
56,2,0,5,0,1,0,0,0,0,364,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
48,3,2,0,1,1,0,0,0,0,178,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
40,3,0,1,1,1,0,0,0,0,98,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
49,3,2,1,0,0,0,0,0,0,439,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
41,1,0,1,0,0,0,0,0,0,139,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
45,4,0,1,0,1,0,0,0,0,79,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
32,2,0,6,0,1,1,0,0,0,175,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
42,2,0,6,0,0,1,0,0,0,262,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
50,2,0,2,0,0,0,0,0,0,61,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
31,4,2,4,0,1,1,0,0,0,78,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
56,5,0,0,0,1,0,0,0,0,102,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
41,4,0,4,1,1,0,0,0,0,579,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,1
37,3,0,2,0,1,1,0,0,0,143,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
41,4,0,4,1,0,0,0,0,0,677,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
35,3,0,5,0,1,0,0,0,0,267,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
37,3,0,2,0,1,0,0,0,0,345,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
52,6,0,6,0,0,0,0,0,0,185,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
39,6,2,6,0,0,0,0,0,0,207,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
39,0,0,0,1,0,0,0,0,0,69,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
56,3,0,0,1,0,0,0,0,0,100,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
34,1,0,1,0,1,0,0,0,0,125,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
45,3,0,3,1,1,0,0,0,0,461,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,1
43,7,1,6,0,1,0,0,0,0,240,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
56,6,0,5,0,1,0,0,0,0,70,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
39,6,0,6,0,1,0,0,0,0,193,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
53,3,0,0,0,1,0,0,0,0,136,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
38,9,2,1,1,1,0,0,0,0,73,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
42,3,0,0,1,1,0,0,0,0,528,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
42,3,0,0,1,0,0,0,0,0,541,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
35,2,1,1,0,1,0,0,0,0,338,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
40,2,0,6,1,1,0,0,0,0,163,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
51,3,0,0,0,1,0,0,0,0,87,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
60,3,0,3,1,0,0,0,0,0,301,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
56,10,0,5,1,1,0,0,0,0,46,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
39,1,2,1,1,1,0,0,0,0,52,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
56,10,0,5,1,0,0,0,0,0,204,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
40,3,0,5,0,1,1,0,0,0,155,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
36,3,0,3,0,1,1,0,0,0,98,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
51,3,0,5,1,1,0,0,0,0,71,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
51,3,0,5,1,0,0,0,0,0,243,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
43,4,1,4,0,1,0,0,0,0,186,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
59,1,0,1,0,0,0,0,0,0,579,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
24,6,1,6,0,1,0,0,0,0,165,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
37,3,1,3,1,1,1,0,0,0,163,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
40,3,0,3,1,0,0,0,0,0,46,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
42,3,0,3,1,0,0,0,0,0,559,3,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
39,1,2,1,1,0,0,0,0,0,2033,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
37,10,0,2,0,0,0,0,0,0,85,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
38,1,0,1,0,1,1,0,0,0,506,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
56,2,2,5,1,0,0,0,0,0,114,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
40,3,0,5,0,0,0,0,0,0,114,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
54,6,2,6,0,1,0,0,0,0,843,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
43,3,0,1,1,0,1,0,0,0,181,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
36,1,0,1,1,0,0,0,0,0,427,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
45,4,0,6,0,1,1,0,0,0,292,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
42,2,1,6,1,0,0,0,0,0,192,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
43,1,0,1,0,0,0,0,0,0,93,3,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
46,6,0,3,0,0,0,0,0,0,128,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
44,1,0,1,0,1,1,0,0,0,107,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
51,2,1,2,0,0,0,0,0,0,303,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
28,1,0,1,0,1,0,0,0,0,81,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
37,3,0,3,0,0,0,0,0,0,270,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
34,4,0,1,0,0,0,0,0,0,228,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
46,3,0,2,1,1,0,0,0,0,240,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
42,3,0,3,0,1,1,0,0,0,673,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0,1
36,2,0,6,0,1,0,0,0,0,233,3,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
54,3,0,0,1,0,0,0,0,0,102,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
57,6,0,6,0,0,0,0,0,0,461,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
51,4,0,2,1,0,0,0,0,0,250,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
54,5,0,1,1,0,0,0,0,0,130,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
49,3,0,0,1,0,0,0,0,0,252,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
34,2,0,6,0,1,0,0,0,0,138,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
41,4,0,4,0,0,0,0,0,0,412,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
38,3,1,3,0,1,0,0,0,0,179,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
45,6,2,6,0,0,0,0,0,0,19,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
42,4,0,6,0,0,0,0,0,0,228,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
34,3,1,3,1,1,0,0,0,0,55,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
48,3,0,0,0,1,0,0,0,0,717,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
37,2,0,1,1,1,0,0,0,0,313,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
34,3,1,3,1,0,0,0,0,0,289,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
40,2,0,3,1,1,0,0,0,0,683,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
43,3,0,2,0,1,0,0,0,0,1077,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
33,1,0,1,0,0,0,0,0,0,146,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
32,1,1,2,0,0,0,0,0,0,167,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
39,3,0,1,0,1,0,0,0,0,356,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
43,2,0,5,0,0,0,0,0,0,277,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
44,3,0,3,0,1,0,0,0,0,172,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
35,11,1,6,1,0,0,0,0,0,218,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
35,11,1,6,1,1,1,0,0,0,217,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
35,7,0,4,0,0,0,0,0,0,67,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
36,1,1,0,0,0,0,0,0,0,291,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
35,11,1,6,1,1,0,0,0,0,248,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
36,11,1,3,0,1,0,0,0,0,256,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
55,0,2,6,0,0,0,0,0,0,286,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
59,2,0,6,0,0,0,0,0,0,477,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
57,5,0,5,1,0,0,0,0,0,611,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
39,3,0,4,1,1,0,0,0,0,471,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
39,0,0,0,1,1,0,0,0,0,381,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
30,3,1,5,0,1,0,0,0,0,251,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
30,3,1,5,0,1,1,0,0,0,408,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
50,0,0,0,1,0,0,0,0,0,287,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
40,1,0,1,0,0,0,0,0,0,322,3,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
35,2,0,1,0,1,0,0,0,0,216,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
43,4,0,5,1,0,0,0,0,0,366,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
36,1,1,2,1,1,0,0,0,0,210,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
46,4,0,0,1,1,0,0,0,0,288,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
40,4,0,3,0,0,0,0,0,0,168,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
58,5,0,6,0,0,0,0,0,0,132,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
42,4,0,6,0,0,0,0,0,0,64,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
35,2,1,6,0,0,0,0,0,0,209,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
43,5,0,0,1,0,0,0,0,0,410,3,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
45,3,0,0,0,1,1,0,0,0,177,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
39,2,0,4,0,1,0,0,0,0,580,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
50,1,2,4,0,1,0,0,0,0,165,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
32,6,2,0,1,1,0,0,0,0,127,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
39,2,0,1,1,0,0,0,0,0,357,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
52,8,0,6,1,0,0,0,0,0,175,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
44,2,0,4,0,1,0,0,0,0,300,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
56,3,0,0,0,0,0,0,0,0,136,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
48,2,0,1,0,0,0,0,0,0,125,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
33,1,0,1,1,0,1,0,0,0,189,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
43,6,0,6,1,0,1,0,0,0,213,3,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
57,5,0,1,0,0,0,0,0,0,238,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
36,4,1,4,0,0,0,0,0,0,124,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
34,6,0,6,0,1,0,0,0,0,18,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
34,1,1,3,0,0,0,0,0,0,730,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
30,4,0,6,1,0,0,0,0,0,40,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
33,1,2,5,0,0,0,0,0,0,181,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
32,4,1,4,0,0,0,0,0,0,79,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
36,4,1,1,0,1,0,0,0,0,142,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
36,3,1,1,0,0,1,0,0,0,389,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
33,1,1,1,0,0,0,0,0,0,702,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
40,4,2,4,0,0,0,0,0,0,151,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
41,3,0,0,0,1,0,0,0,0,211,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
51,1,0,2,0,1,0,0,0,0,117,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
36,4,0,4,0,1,0,0,0,0,232,3,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
28,1,0,5,0,0,0,0,0,0,408,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
